期号,开奖时间,开奖结果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,红球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,绿球,,,,,,,,,,,
2012105,2012-09-08(六),,,,,5,6,,,,,,,,14,15,,,,,,,,,,,,,,,,31,,,,,,,,,,6,,8,,,,
2012106,2012-09-10(一),,,,,,,,,,,,,,,15,,,,,,,,23,,25,,,,29,,31,,,,,,,,,,,,,9,10,,
2012107,2012-09-12(三),,,,4,,,7,,9,,,,,,,,,,,,,22,,,,,,,,,,,33,,,1,,3,,,,,,,,,
2012108,2012-09-15(六),,,,,,6,7,,,,,12,,,,,,,,,,,,24,,,,,,,,,,,35,,2,,,,6,,,,,,
2012109,2012-09-17(一),1,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,30,,32,,,35,,,,,,,,,9,,11,
2012110,2012-09-19(三),1,,,,,,,,,,11,,,,,,17,,19,,,,,,,26,,,,,,,,,,,,,,5,,,,,,,12
2012111,2012-09-22(六),1,,,,,,,,,,,,,,,,,,,,,,,24,25,,,,,30,,,33,,,,,,4,,,,,,,11,
2012112,2012-09-24(一),1,2,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,31,,,,35,,,,,5,,7,,,,,
2012113,2012-09-26(三),,,3,,,,,,,10,,,,,,,,,,,,22,,,,,27,,29,,,,,,,,,3,,,,,,,,,12
2012114,2012-09-29(六),,,3,,,6,,,,,,,,,,,,,,,21,,,,,,,,,,,,33,,35,1,,,,,,7,,,,,
2012115,2012-10-01(一),1,,,,,6,,,,,,,13,,,,,,19,,,,23,,,,,,,,,,,,,,,,,,6,,,9,,,
2012116,2012-10-03(三),1,,,,,,,,,,11,,,,,,,18,,20,,22,,,,,,,,,,,,,,,,,,,,7,,,10,,
2012117,2012-10-06(六),1,,,,,,,,,,,12,,,,,,18,,,21,,,,,,,,,,,,33,,,,,,,,,7,8,,,,
2012118,2012-10-08(一),,,,,5,,,,,,,,,,,,17,,,,,,,,25,,,,,30,,,33,,,1,,,,,,,,,,,12
2012119,2012-10-10(三),,,,,5,6,,,9,,,,,,,,,,19,,,,,,,,,,,,,32,,,,,,,,,6,,,9,,,
2012120,2012-10-13(六),,2,,,,,,,,10,,,,,,,,,,,21,,23,,,,,,29,,,,,,,,,3,4,,,,,,,,
2012121,2012-10-15(一),,,,,,,7,,,,,,,,,,,18,,20,,,,,,,,,29,30,,,,,,,,,,5,6,,,,,,
2012122,2012-10-17(三),,,,,,,,,,,,,,,,,,,,,,,23,24,25,,,,29,,31,,,,,,,3,,,,,,,,,12
2012123,2012-10-20(六),,,,,5,,,8,,,,,,,,,,18,,,,,,,,,,,,30,,,33,,,1,,,,,,,,9,,,
2012124,2012-10-22(一),,,,,,,7,,,,11,,,,,,,,19,20,,,,,,,,,,,,,,,35,,,,,5,,,,,10,,
2012125,2012-10-24(三),,,,,,6,,,,,,,,14,,,17,,,,,22,,,,,,,,,,,,,35,1,2,,,,,,,,,,
2012126,2012-10-27(六),,,,,,,,,,,,,13,14,,,,,,,21,,,,,,,28,29,,,,,,,,,,,5,,,,,10,,
2012127,2012-10-29(一),,,,,,,,,,,,12,13,14,,,,,,,,,,,25,,,,,,,,,,35,,,,,,,,,,10,,12
2012128,2012-10-31(三),,,,,,,,,9,10,,,,,,,,,19,,,,,,,,,,,30,31,,,,,,,,4,,,,,,,11,
2012129,2012-11-03(六),1,,,,,,7,,,,,,,,,,,,,,21,,,,,,,28,,,31,,,,,,,3,,,,,,9,,,
2012130,2012-11-05(一),,,,,,,,,,,,,,14,,,,,19,,,,23,,,,,,29,30,,,,,,,,,,,6,7,,,,,
2012131,2012-11-07(三),,2,,,,,,,,,,,,,,16,,18,,,,,,,,,27,,,30,,,,,,,,,,,,,8,,,,12
2012132,2012-11-10(六),,,,,5,,,8,,,,,,,,,,,,,21,,,,25,,,,,,,,33,,,1,,,,,,,,,,11,
2012133,2012-11-12(一),,,,,5,,7,,,,,,13,,,,,,,,,,,,,,,,29,30,,,,,,1,,,,5,,,,,,,
2012134,2012-11-14(三),1,,,,,6,,,,,,,,,,,,18,,,,,,,,,,,,,,32,,,35,,2,,,,,7,,,,,
2012135,2012-11-17(六),,,3,,5,,,,,,,,,,,,17,18,,,,,,,,,,,,,,,33,,,,,,,,6,7,,,,,
2012136,2012-11-19(一),,2,,,,,,,,,,,,,,,,,,,,,23,,,,,,29,30,31,,,,,1,,,4,,,,,,,,
2012137,2012-11-21(三),,,3,,,,,,,,,12,,,,,,,,20,21,,,,,,27,,,,,,,,,1,,,,,6,,,,,,
2012138,2012-11-24(六),,,,,,,,,,,,,13,,,,17,,,,,,,,,,27,,,,31,,33,,,,,,,,6,,,,,,12
2012139,2012-11-26(一),,,,,,,,,9,10,,12,,,,,,,,,,22,,,25,,,,,,,,,,,,,,4,,,,,,,11,
2012140,2012-11-28(三),,,,,,,7,,,,,,,,,,17,,,,,,,,,,27,28,29,,,,,,,,,,,,,,,9,10,,
2012141,2012-12-01(六),,,3,,,,,,,,11,,,,,,,,19,,,,23,,,,,,,,,,,34,,,2,,,,,,,,,,12
2012142,2012-12-03(一),,,,,,,,,,,,,,,15,,,,19,,,,,,,,,,29,,,,,34,35,,,,,,,7,,,10,,
2012143,2012-12-05(三),,,,,,,,,9,,,,,,,,,,,,,,,,,,27,,29,30,31,,,,,,,3,,,6,,,,,,
2012144,2012-12-08(六),,,,,,,,,,,11,,13,14,,,,,,,21,,,,,,,,29,,,,,,,1,,,,,,,,,10,,
2012145,2012-12-10(一),,,,,5,,,,,,,,,,,,,,,,,22,,,,,,,,,31,,33,,35,,,,,,6,,,9,,,
2012146,2012-12-12(三),1,,,,,,,,,10,,,13,,,,17,,,,,,,,,26,,,,,,,,,,,,,,,6,,8,,,,
2012147,2012-12-15(六),,2,3,,,,,,,,,,,,,,17,,19,,,,,,,,,,,,,,33,,,,2,,,,,,,9,,,
2012148,2012-12-17(一),,,,4,,,,,,,,,,,,16,,,,,,,,,,,27,,29,,,,,34,,,,,,,6,,,,,11,
2012149,2012-12-19(三),,2,,,,,,,,10,,,,,,,,,,,,,23,,,,,,,,,,33,34,,,,,,5,,,,,10,,
2012150,2012-12-22(六),,2,,,,,,,,,,,,14,,,,18,,,,,,24,,,,,,,31,,,,,,2,3,,,,,,,,,
2012151,2012-12-24(一),,,3,,,,,,,,,,,,,,,,19,20,,,,24,,,,,,,,,33,,,,,3,4,,,,,,,,
2012152,2012-12-26(三),,,,4,,,,,,,,,,,,,17,,,,,,,,,26,,,,,,,33,34,,,2,,,,,,8,,,,
2012153,2012-12-29(六),,,,,,,,8,9,10,,,13,,,,,,,,,22,,,,,,,,,,,,,,,,,,5,,,,,10,,
2012154,2012-12-31(一),,,3,,,,,,,,,,,,,,,,,,,,,,,26,27,,,,31,32,,,,,,3,,,,,,9,,,
2013001,2013-01-02(三),,,,,,6,,,9,,11,,,,,,,,,,,,,,,,,,,,31,32,,,,,,,,5,,,,,,11,
2013002,2013-01-05(六),,,,4,,,,,,,,,,,,,,,,20,,,,,,,27,,,,31,32,,,,,,,,,6,,,,,,12
2013003,2013-01-07(一),1,,,,,,,,,,,,,,,16,,18,,,21,,,,,,,,,,31,,,,,,,,,,,,,9,,,12
2013004,2013-01-09(三),,,,,,,7,8,,,,12,,,,,,,,20,,,,,25,,,,,,,,,,,,,3,,,,7,,,,,
2013005,2013-01-12(六),,,,,,,,,,,,,,,,,,18,,,,22,,,,26,,28,,,31,,,,,,,,,,,,,,10,,12
2013006,2013-01-14(一),,,,,,,,8,,,,,,,,,,,,20,,,,,25,,,,,,31,32,,,,,,,,5,,7,,,,,
2013007,2013-01-16(三),,,,,,,,,,,,,,14,,,,,,,,,,,,,,,29,,,32,33,34,,,,3,,,6,,,,,,
2013008,2013-01-19(六),,2,,,,,7,,,,,,,,,,,,,,,,,,25,,,,29,,,,,34,,,,3,,,6,,,,,,
2013009,2013-01-21(一),,,,,,,,,,10,,,,,,,17,,19,,,,,,,,27,,29,,,,,,,,,,,5,,,,,,,12
2013010,2013-01-23(三),,,,,,,,,9,,,,,,15,,17,18,,,,,,,,,,,29,,,,,,,,,,,,,,,9,,11,
2013011,2013-01-26(六),1,2,,,,,,8,,,,,,,15,,,,,,,,23,,,,,,,,,,,,,,,,,,6,,,9,,,
2013012,2013-01-28(一),1,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,31,32,,34,,,2,,,,,,,,,11,
2013013,2013-01-30(三),,,,,,,,,,,,,13,,15,,,,,,,,,,,,,,29,30,,,,,35,1,,,,,,,,,,11,
2013014,2013-02-02(六),,,,,5,,,8,,,,,,,,,,,,,,,,,25,,,,29,,31,,,,,,2,,4,,,,,,,,
2013015,2013-02-04(一),,,,,,,,,,,,,,14,15,,,,,,,,,,,26,,,,,,32,33,,,1,,,,,,,,,,11,
2013016,2013-02-06(三),,,,,5,,,,,,,,,,15,,,,19,,,,,,,,27,,,,,32,,,,,,,,,,,8,9,,,
2013017,2013-02-16(六),,,,,,,,,,,11,,,14,,,,,,,,22,,,,,,,29,,,,,34,,,,,,5,,,,,,11,
2013018,2013-02-18(一),,,,,,,,,,,,,,,,,,,,20,,,23,,,,,,,,31,,33,34,,,,3,,,,,,9,,,
2013019,2013-02-20(三),,,,,,6,,,,,,12,,,,,17,,,,,,,,,,,,29,30,,,,,,,,,,,,7,,,,11,
2013020,2013-02-23(六),,,,,,6,,,,,11,,,,,,,,,20,,,,,,,,,,,31,32,,,,,,,,5,,,,9,,,
2013021,2013-02-25(一),,,,,,,,,,,,,,,,,,,,,,,23,24,,,,28,,30,,,33,,,1,,,,,,,,,,11,
2013022,2013-02-27(三),,,3,4,,,,,,,,,13,,,,17,,,,,,23,,,,,,,,,,,,,,,3,,,,,8,,,,
2013023,2013-03-02(六),,,,,5,,,,,,,,,,,,,,19,,,,,24,,26,,,,,,,,,35,,,,,5,,7,,,,,
2013024,2013-03-04(一),,,,,,,,,9,,,12,,14,,,,18,,,,,,24,,,,,,,,,,,,1,,,4,,,,,,,,
2013025,2013-03-06(三),,,3,,,,,,,,,,,,,,,,,,,,23,,25,26,,28,,,,,,,,,,,,,,,,,10,,12
2013026,2013-03-09(六),,2,,,,,,,,10,,,,,,16,,,,,,,,,,,,,,30,,,33,,,,,,,5,6,,,,,,
2013027,2013-03-11(一),,,3,,,,,,,,,12,,14,,,,,,,,,,24,,,,,,,,,,,35,,,3,,,,,8,,,,
2013028,2013-03-13(三),,,,,,,,,,,,,13,,,,,,19,,,,,,,,,28,,30,,,,34,,,,,,,,,8,,,,12
2013029,2013-03-16(六),,,,,5,,7,,,,,,,,,,17,,,,,,,,25,26,,,,,,,,,,,,,4,,,,,,10,,
2013030,2013-03-18(一),,,3,,5,,,,9,10,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,5,,7,,,,,
2013031,2013-03-20(三),,,,,,,,,,,,12,,,,,17,18,,,,,,,,26,,,,,,32,,,,,,,,,,,,,10,11,
2013032,2013-03-23(六),,,,,,,,,,,,12,,,,,,,,,,,,,,,27,28,,,,,33,,35,1,,,,,,,8,,,,
2013033,2013-03-25(一),,,,,,,,,,,,12,,,,,,18,,,,22,,,,,,28,,,31,,,,,1,,,,,,,,,,11,
2013034,2013-03-27(三),1,,3,,,,,,,,11,,,,,,,,19,,,,,,,,,,29,,,,,,,,,,4,,,,8,,,,
2013035,2013-03-30(六),,,,,5,,,,,,,,,14,,,,,,,,,,,,,,28,,,,32,,34,,,,,,,,7,8,,,,
2013036,2013-04-01(一),,,,,,,,8,,,,12,,,,,,,,,,,,,,,,,,,,32,33,,35,,,3,,5,,,,,,,
2013037,2013-04-03(三),,2,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,31,32,,34,,,,,,,6,,8,,,,
2013038,2013-04-06(六),1,,,,,,,,,,,,,,,,,,19,,,,,24,25,26,,,,,,,,,,,,,,,,7,,9,,,
2013039,2013-04-08(一),,,,,,6,,,,,,,,,,,,,,,,,23,,,,,,,30,,,33,,35,,,,,,,7,,,10,,
2013040,2013-04-10(三),,,,,,,,,,,,,,,,16,17,,,,,22,,,,26,,,,,,,,,35,,,3,,,,,,,10,,
2013041,2013-04-13(六),,,3,,,,,,,,,,13,14,15,,,,,,,,,,,,,,,,,,,34,,,,,,5,,,8,,,,
2013042,2013-04-15(一),,2,,,,6,,,,,,,,,,,,,,,,22,23,,,,,,,,,,33,,,1,,,,,6,,,,,,
2013043,2013-04-17(三),,,,,,,7,,,,,,13,,,,,,,,,,,,25,,,,,,,,,34,35,,,,,,,7,,9,,,
2013044,2013-04-20(六),,,,,,,7,,,,11,,13,,,,,18,,,,,,,,,,28,,,,,,,,,,,,5,,,,,10,,
2013045,2013-04-22(一),,,,,,,,8,,,11,12,,,,,,,,,21,,,,25,,,,,,,,,,,,2,,,,,7,,,,,
2013046,2013-04-24(三),,,,,,,,,,,,,,,15,16,,,19,,,,,,25,,,,,,,32,,,,,,,,5,,,,,,11,
2013047,2013-04-27(六),,,,,,,,,,,,12,,,,,,,,20,,,,,,,,28,,30,,,,,35,,,3,,,,,,,,11,
2013048,2013-04-29(一),,,,,,,,,,10,11,,,,,,,,,,,,23,,,,,,,,,32,33,,,1,,,4,,,,,,,,
2013049,2013-05-01(三),,,,,,,,,,,,,,,,,,18,,,,22,,,25,,,,,,31,32,,,,,,,4,,6,,,,,,
2013050,2013-05-04(六),,,,,,,,,,,,,,14,,,,,,,,22,,,,,,,,30,,32,33,,,,,,,,,7,8,,,,
2013051,2013-05-06(一),,,,,5,,,8,,,,,,,15,,,18,,,,,,,,,,,,,,,33,,,,,,,,,7,8,,,,
2013052,2013-05-08(三),1,2,,,,,,,,10,,,,,,,,,,,,,,,,,,,29,,31,,,,,1,,,,,,,,,10,,
2013053,2013-05-11(六),,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,31,,33,34,35,,,,,5,,7,,,,,
2013054,2013-05-13(一),,,,,5,,,8,,,,,,,,,,,,,21,,,,,,,,,30,,32,,,,1,,,,,,,8,,,,
2013055,2013-05-15(三),,,,4,5,,,,,,,,,,,,,,,,,22,23,24,,,,,,,,,,,,,,3,,,,,,9,,,
2013056,2013-05-18(六),,,,,,,,,,,11,,,,,,,,,,,22,,,,,,,,30,,32,,,35,,,3,4,,,,,,,,
2013057,2013-05-20(一),,,,,,,7,,,,,,,,15,,,,,,,,,,,,27,,,,,,33,,35,,,,,,,7,,,10,,
2013058,2013-05-22(三),,,,,,,,,,,,,,,,,,,,20,21,,,,,,27,,,,31,,,,35,,,,,,,7,,,,11,
2013059,2013-05-25(六),,,3,,,,,8,,,11,,,,,,,,,,,,,24,,,27,,,,,,,,,,,,,,,7,,,,,12
2013060,2013-05-27(一),,,,,,,,,,,,,,,15,,,,,,,,,,25,26,,,,,,32,,,35,,,,,5,,,,,10,,
2013061,2013-05-29(三),1,,,,,,,,,,,,,14,,,,18,,,21,,,,,,,,,,,32,,,,,,,,5,,,,,10,,
2013062,2013-06-01(六),1,,,,5,,,8,9,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,12
2013063,2013-06-03(一),,,3,,5,,,,,,11,,,,,,,,,,,,,,,,27,28,,,,,,,,,,,,5,6,,,,,,
2013064,2013-06-05(三),,,,,,,,,,,,,,,,,,,,,21,,,24,,26,,28,,,,32,,,,1,,3,,,,,,,,,
2013065,2013-06-08(六),,,,,,,,,9,,,,,,,,,,,,,,,,,,,28,,,31,,,34,35,,2,,,,,,,9,,,
2013066,2013-06-10(一),,,,,,6,7,,,,,,13,,,,,,,,,,,,,,,,,,,,33,34,,,2,,,,,,,,,11,
2013067,2013-06-12(三),,2,3,,5,,,8,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,10,,12
2013068,2013-06-15(六),,,,,,,,,,10,,,,,,,17,,,,,,,,,,27,,,,,,,34,35,,,,,5,,7,,,,,
2013069,2013-06-17(一),,,,,,6,,,,,,12,13,,,16,,,,,,,,,,,,,,30,,,,,,,,,,,,7,,,,,12
2013070,2013-06-19(三),,,,,,,,,9,,,12,,,,,,18,,,21,,,,,,,,29,,,,,,,1,,,,,,,8,,,,
2013071,2013-06-22(六),,,,,,,,,,,,,13,,,,,,19,,,,,,,26,27,28,,,,,,,,,,3,,,,,,,,11,
2013072,2013-06-24(一),,,,,,,,,,,,12,,,,,,,,,,,,,,,27,28,,,,,33,,35,,,3,,5,,,,,,,
2013073,2013-06-26(三),,,3,,5,,,,,,,,,,,,,,,,,,23,,,,27,,,,31,,,,,,2,,,,6,,,,,,
2013074,2013-06-29(六),,,,,,6,,,,,,,,14,,,,,,20,,,,24,,,,,,,,32,,,,1,,,,,,7,,,,,
2013075,2013-07-01(一),1,,,,,,,,,,11,,13,,,,,,19,,,,,,,,,,,,,,,,35,,,,,,,7,8,,,,
2013076,2013-07-03(三),,,,,,,,,,,,,13,,15,16,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,9,10,,
2013077,2013-07-06(六),,,,,,,,,,,,,,,,,,,,,,,,24,,26,,,,30,,32,,,35,,,,,,6,,,,,,12
2013078,2013-07-08(一),,2,,,,,7,,,,,,,,,,,,,,,,23,,,,,,,,31,,33,,,,2,,,,,,8,,,,
2013079,2013-07-10(三),,,,,,,,,9,10,,,,,,,17,,,,21,,,,,,,,,,,,,34,,1,,,,,,7,,,,,
2013080,2013-07-13(六),,,,,,6,,,,,,,,,,,,,,,21,,23,,,,27,,,,31,,,,,,,,4,,6,,,,,,
2013081,2013-07-15(一),,,,,,,7,,9,,,,,,15,,17,,,,,,23,,,,,,,,,,,,,,2,,,,,7,,,,,
2013082,2013-07-17(三),,,3,,,,,,9,,,,,,,,,,,,,,,,25,26,,,,,,,33,,,,,3,,,,,,,,,12
2013083,2013-07-20(六),,,,,,,,,,,,,,,,,,,,,,,,,,26,,,29,30,,32,,,35,,,,4,,,,,,10,,
2013084,2013-07-22(一),,,,,,,,8,,,,,,,,,,,,,,22,,,,26,,,29,,,,,,35,1,,,,5,,,,,,,
2013085,2013-07-24(三),,,,,,,,8,,,,,,,,,,,19,,,,23,,,,27,,,,,32,,,,,,3,,5,,,,,,,
2013086,2013-07-27(六),,,,,,,,,9,,,,,,,16,,,,,,,,,,26,,,29,,31,,,,,,,,,,6,,,9,,,
2013087,2013-07-29(一),,,,,,,,,9,,,12,,,,,,,,,,22,,,,,,,,,,32,,34,,,2,,4,,,,,,,,
2013088,2013-07-31(三),,,3,,5,,,8,,,,,,,,,,,,,,,,,,,,,,,,,33,,35,1,,3,,,,,,,,,
2013089,2013-08-03(六),,,,,,6,7,,,,,,,,,,,,,,,,23,24,,,,,29,,,,,,,,,,4,,,,,,,11,
2013090,2013-08-05(一),,2,,,,,,,,,,,,,,,,,,,,,,,,26,,,,30,31,,33,,,,,,,,,,,,,11,12
2013091,2013-08-07(三),,,,4,,,,,9,,,,,,,,,,,,,,,,,,,28,,,,,,34,35,,2,,,,,,8,,,,
2013092,2013-08-10(六),,,,,,,7,,,10,,,,,,,,,,,21,,,,,,27,,,,,,33,,,,,3,,,,,,9,,,
2013093,2013-08-12(一),1,,,,5,,,,,,,,,,,,17,18,,,,,,,,26,,,,,,,,,,,,,,5,,7,,,,,
2013094,2013-08-14(三),,,3,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,33,34,35,,,,,,6,,,9,,,
2013095,2013-08-17(六),,,3,,,,,,,,,,,,,,17,,,,,,,,,,,28,,30,,,33,,,1,,,,,,,,,10,,
2013096,2013-08-19(一),,,,,,,,,,,,,,,,,17,,19,20,,22,,,,26,,,,,,,,,,,,,,,6,,8,,,,
2013097,2013-08-21(三),,,,,,,7,8,,,,,13,,,,17,,,,,,,,,,,,,,,32,,,,,,3,,,,,8,,,,
2013098,2013-08-24(六),,2,,,,6,,,,,,,,,,16,,,,,,,,,,,,,29,,,,,34,,,,,,,,,,,10,11,
2013099,2013-08-26(一),,,,4,,,,,,,11,,,,,,,,,,,,,,,,,28,,30,,,33,,,,,,,5,,,,,,,12
2013100,2013-08-28(三),,,,,,,,,9,,,12,,,,,,,,,,,,24,,26,,,,30,,,,,,,,,,5,,,,9,,,
2013101,2013-08-31(六),,,,4,,,,,9,,,,13,,15,,,,,,,,,,,,,,,,,32,,,,,2,,,,,,,9,,,
2013102,2013-09-02(一),,,,,,6,,,,,,12,,,15,,,,19,,,,,,,26,,,,,,,,,,,2,,,,,,,,,11,
2013103,2013-09-04(三),,,,,5,,,8,,,,,13,,,16,,,,,,,,,,,,,,,31,,,,,,,3,,,,,,9,,,
2013104,2013-09-07(六),,2,,,5,,,,,,11,,,,,,,,,,,,,,,,27,,29,,,,,,,1,,,,,,,,,,11,
2013105,2013-09-09(一),,,,,,,7,,,,,,13,,,,,,,,,,,,,,27,,,30,,,,34,,1,,,,,,,,,,,12
2013106,2013-09-11(三),,,,,,6,7,,,,,12,13,,,,,,,,,,,,,,27,,,,,,,,,,,3,,,,,,,,,12
2013107,2013-09-14(六),,,,,,,7,,,,,,13,14,,,,18,,,,,,,25,,,,,,,,,,,,,,,5,,,,,,,12
2013108,2013-09-16(一),,,,,5,,,,,10,,,13,,15,,,18,,,,,,,,,,,,,,,,,,,2,,,,,,,,,11,
2013109,2013-09-18(三),,,,,,,,,,,,,13,,,,,,,20,,,,,,26,,,29,,,32,,,,,2,,,,6,,,,,,
2013110,2013-09-21(六),,,,,,,7,,,,,,,,,16,,18,,,,,,,,,,,,,,32,33,,,,2,,,,,7,,,,,
2013111,2013-09-23(一),,,,,,,7,,,,,12,13,,,,,,,20,,,,,,,27,,,,,,,,,1,,3,,,,,,,,,
2013112,2013-09-25(三),,2,,,,,,,,10,,,,,,,,,,20,,22,,,,,,,29,,,,,,,,,,,5,,,,,,,12
2013113,2013-09-28(六),,,,,,,,,,,,,,,,,,,19,,21,,23,,,,,28,,30,,,,,,,,,,,,,8,,,,12
2013114,2013-09-30(一),,,,,,6,,,,,,,,,,,17,,,,21,,23,,,,,,,,,,33,,,1,,,,,,,,9,,,
2013115,2013-10-02(三),,,,,5,,,,,,,,,,,16,,,,,,,,,,,,,29,,,32,,34,,,,,4,,,,,,,11,
2013116,2013-10-05(六),,,,,,,,,,,,,13,,,,,,,,,22,23,,,,,,,30,,,33,,,,,,,,,,,9,,11,
2013117,2013-10-07(一),,,,,5,,,,,,,,,,,16,,,,,,,23,,25,,,,,,,,33,,,,,,,,,7,,,,,12
2013118,2013-10-09(三),,,,4,,6,,,,,11,,,,,,,,,20,,,,,,,,,,,31,,,,,1,,,,5,,,,,,,
2013119,2013-10-12(六),1,2,,,,,,,,,,,,,,16,,,,,,,23,,,,,,,,,,,,35,1,,,,,,,,,,11,
2013120,2013-10-14(一),,,,,,6,,,,,,,,14,15,,,,,,,22,,,,26,,,,,,,,,,,,3,,,,,,,,11,
2013121,2013-10-16(三),,,3,,,,,,,,,,,,,,,18,19,20,,,,24,,,,,,,,,,,,,,3,,,,,,,,,12
2013122,2013-10-19(六),,,,,,,,,,,,,,,15,,17,,,20,,,,24,,,,,,,,,,,35,,,,4,,,,,,,,12
2013123,2013-10-21(一),,2,,,,,,,9,10,,,,,,,,,,,,,,,,,,,,,,,33,34,,,,,,5,,,,,,,12
2013124,2013-10-23(三),,,,,5,,7,,,,,,,,,,,18,,,21,,,,,,,,,,,32,,,,,,,,,,,,,10,11,
2013125,2013-10-26(六),,,,4,,,,8,,,,,,14,,,,,,,,,23,,,,,28,,,,,,,,,,,4,,,,8,,,,
2013126,2013-10-28(一),,,,,,,,,9,10,,,,,15,,,18,,,,,,,,,,,,30,,,,,,,,3,,,6,,,,,,
2013127,2013-10-30(三),,,3,,,,,,,,,,,14,,16,,,19,,,,,,,,,,,,,32,,,,,,,,5,,,,,10,,
2013128,2013-11-02(六),,,,,,,,,,,11,,13,,,,,,,,,,,,,,27,,,,,,33,,35,1,2,,,,,,,,,,
2013129,2013-11-04(一),,,,,,,,,,,11,,,,,,,,,,,,23,,,,,,29,30,,,33,,,1,,,4,,,,,,,,
2013130,2013-11-06(三),,,,,,,,8,9,,,,,,15,,,,19,,,,,,,,,,,30,,,,,,,,,,,6,,,9,,,
2013131,2013-11-09(六),,,,,,,,,,,,12,,,15,,,,,,,,,,,,,,29,30,31,,,,,,,,4,,,,,,,,12
2013132,2013-11-11(一),,,,,,,,,,,,,,,,,,,,,,,23,,,26,,28,,,31,,,34,,,2,,,,,,,,10,,
2013133,2013-11-13(三),,2,,,,,,8,,10,,,,,,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,12
2013134,2013-11-16(六),,2,,,,,,,,,,,13,,,,,,19,,,,23,,,,,,,,,32,,,,,2,,,,,,,9,,,
2013135,2013-11-18(一),,,,4,,,,,,,,,13,,,,,,19,,,,,,25,26,,,,,,,,,,,,,,,,7,,,,,12
2013136,2013-11-20(三),,,,,5,,,,,,11,,,,15,,,,,,,,,,25,,,28,,,,,,,,,,,,5,,,,,,11,
2013137,2013-11-23(六),,,,4,,,,,,,,12,,,,,,,,,,,,,,,,,,,,32,33,34,,,,,,,6,,8,,,,
2013138,2013-11-25(一),,,3,,,,,8,,,,,13,,,,17,,,,,,,24,,,,,,,,,,,,,,,,,,7,,9,,,
2013139,2013-11-27(三),,,,,5,6,,,,,,,,,,,,18,,20,,,,,,,,,,,31,,,,,,,,,,6,7,,,,,
2013140,2013-11-30(六),1,,,,,,,,,,,12,,,,,17,,,,,,,,,26,,28,,,,,,,,1,,,,,6,,,,,,
2013141,2013-12-02(一),,,,,5,,,,,,,,,,15,,,18,,,,,,,25,,,,,,31,,,,,,,,,,,,8,,10,,
2013142,2013-12-04(三),,,,,,6,,,,,11,,,,,,,,,,,,,,25,,,28,29,,,,,,,,,,4,,,,,,,,12
2013143,2013-12-07(六),,,3,,,,,8,,,,,,14,,,,,,,21,,,,,,,,,,31,,,,,,,,,,6,,8,,,,
2013144,2013-12-09(一),,,3,,,,,,,,,,,,,,,,,20,21,,23,,,,,,,,,,,,35,,2,,,,,,8,,,,
2013145,2013-12-11(三),,2,,,,,,,,,,,13,,15,,,18,,20,,,,,,,,,,,,,,,,,2,,,,,,,,,11,
2013146,2013-12-14(六),,,,,,6,7,,,,,,,,15,,,,,,,,,,25,,,,,,31,,,,,1,,,,,,,,9,,,
2013147,2013-12-16(一),,,3,,,,,,9,,,,,,,,,,,,,22,,24,25,,,,,,,,,,,,,,,5,,,,9,,,
2013148,2013-12-18(三),,2,,,5,,,,9,,,,,,,,,,,,,,,,,,,,29,,,32,,,,,,3,,,,7,,,,,
2013149,2013-12-21(六),,,,,,6,7,8,9,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,,,,
2013150,2013-12-23(一),,,,,,6,7,,,,,,,14,,,,18,,,,22,,,,,,,,,,,,,,,,,,,,,8,,,11,
2013151,2013-12-25(三),,2,,,,,,,,,,,13,,,,,,,,21,,,,,,27,,,30,,,,,,,,3,4,,,,,,,,
2013152,2013-12-28(六),,,,,,,,,9,,,12,,14,,,,18,19,,,,,,,,,,,,,,,,,,,3,,,,,,9,,,
2013153,2013-12-30(一),,,,4,5,,,,,,,,,,,16,17,,,,,,,,,,,,,30,,,,,,,,3,,,,,,9,,,
2014001,2014-01-01(三),,,,,5,,,,,,,,13,,,,,,,20,,,23,,,,,,29,,,,,,,,,,,,,,8,,,11,
2014002,2014-01-04(六),1,,,,,,,,,,,12,,,,,,,,,21,,,24,,,,,29,,,,,,,1,,,,,,7,,,,,
2014003,2014-01-06(一),,,,,,,7,,,,11,,13,,,,,,,,21,,,,,,,,,,,,33,,,,,,,5,6,,,,,,
2014004,2014-01-08(三),,,,,,,7,,,10,,,,,,,,,19,,,,,,,,27,28,,,,,,,,,,,,,,,,9,,,12
